"","employee_id","gender","team","financial_q","role_seniority","leadership_for_level","productivity","salary","quarter","year","seniority"
"5781",24051,"Man","Software","2018 Q4","Junior I","Appropriate for level",53,38800,"4",2018,"Junior"
"5782",24051,"Man","Software","2018 Q3","Junior I","Appropriate for level",54,38800,"3",2018,"Junior"
"5783",24051,"Man","Software","2018 Q2","Junior I","Appropriate for level",52,38800,"2",2018,"Junior"
"5784",24050,"Man","Software","2020 Q4","Junior II","Appropriate for level",56,38200,"4",2020,"Junior"
"5785",24050,"Man","Software","2020 Q3","Junior II","Appropriate for level",55,38200,"3",2020,"Junior"
"5786",24050,"Man","Software","2020 Q2","Junior II","Appropriate for level",55,38200,"2",2020,"Junior"
"5787",24050,"Man","Software","2020 Q1","Junior II","Appropriate for level",54,38200,"1",2020,"Junior"
"5788",24050,"Man","Software","2019 Q4","Junior II","Appropriate for level",55,38200,"4",2019,"Junior"
"5789",24050,"Man","Software","2019 Q3","Junior II","Appropriate for level",54,38200,"3",2019,"Junior"
"5790",24050,"Man","Software","2019 Q2","Junior II","Appropriate for level",54,38200,"2",2019,"Junior"
"5791",24050,"Man","Software","2019 Q1","Junior II","Appropriate for level",54,38200,"1",2019,"Junior"
"5792",24050,"Man","Software","2018 Q4","Junior II","Appropriate for level",53,38200,"4",2018,"Junior"
"5793",24049,"Woman","Software","2020 Q4","Junior II","Appropriate for level",42,35600,"4",2020,"Junior"
"5794",24049,"Woman","Software","2020 Q3","Junior II","Appropriate for level",40,35600,"3",2020,"Junior"
"5795",24049,"Woman","Software","2020 Q2","Junior II","Needs improvement",39,35600,"2",2020,"Junior"
"5796",24049,"Woman","Software","2020 Q1","Junior II","Appropriate for level",39,35600,"1",2020,"Junior"
"5797",24049,"Woman","Software","2019 Q4","Junior II","Appropriate for level",39,35600,"4",2019,"Junior"
"5798",24049,"Woman","Software","2019 Q3","Junior II","Appropriate for level",38,35600,"3",2019,"Junior"
"5799",24049,"Woman","Software","2019 Q2","Junior I","Appropriate for level",61,32800,"2",2019,"Junior"
"5800",24048,"Woman","Software","2020 Q4","Senior I","Appropriate for level",40,44600,"4",2020,"Senior"
"5801",24048,"Woman","Software","2020 Q3","Senior I","Appropriate for level",39,44600,"3",2020,"Senior"
"5802",24048,"Woman","Software","2020 Q2","Senior I","Appropriate for level",39,44600,"2",2020,"Senior"
"5803",24048,"Woman","Software","2020 Q1","Senior I","Appropriate for level",39,44600,"1",2020,"Senior"
"5804",24048,"Woman","Software","2019 Q4","Junior II","Appropriate for level",70,37600,"4",2019,"Junior"
"5805",24048,"Woman","Software","2019 Q3","Junior II","Appropriate for level",52,37600,"3",2019,"Junior"
"5806",24048,"Woman","Software","2019 Q2","Junior II","Appropriate for level",50,37600,"2",2019,"Junior"
"5807",24048,"Woman","Software","2019 Q1","Junior II","Needs improvement",50,37600,"1",2019,"Junior"
"5808",24048,"Woman","Software","2018 Q4","Junior II","Appropriate for level",51,37600,"4",2018,"Junior"
"5809",24048,"Woman","Software","2018 Q3","Junior II","Appropriate for level",48,37600,"3",2018,"Junior"
"5810",24048,"Woman","Software","2018 Q2","Junior II","Appropriate for level",49,37600,"2",2018,"Junior"
"5811",24048,"Woman","Software","2018 Q1","Junior II","Appropriate for level",49,37600,"1",2018,"Junior"
"5812",24047,"Man","Software","2020 Q4","Senior I","Appropriate for level",33,48200,"4",2020,"Senior"
"5813",24047,"Man","Software","2020 Q3","Senior I","Appropriate for level",33,48200,"3",2020,"Senior"
"5814",24046,"Man","Software","2020 Q4","Senior I","Appropriate for level",29,45000,"4",2020,"Senior"
"5815",24046,"Man","Software","2020 Q3","Senior I","Appropriate for level",30,45000,"3",2020,"Senior"
"5816",24046,"Man","Software","2020 Q2","Senior I","Appropriate for level",30,45000,"2",2020,"Senior"
"5817",24046,"Man","Software","2020 Q1","Senior I","Appropriate for level",28,45000,"1",2020,"Senior"
"5818",24046,"Man","Software","2019 Q4","Junior II","Appropriate for level",76,38000,"4",2019,"Junior"
"5819",24046,"Man","Software","2019 Q3","Junior II","Appropriate for level",54,38000,"3",2019,"Junior"
"5820",24046,"Man","Software","2019 Q2","Junior II","Appropriate for level",55,38000,"2",2019,"Junior"
"5821",24046,"Man","Software","2019 Q1","Junior I","Appropriate for level",57,35200,"1",2019,"Junior"
"5822",24046,"Man","Software","2018 Q4","Junior I","Appropriate for level",37,35200,"4",2018,"Junior"
"5823",24046,"Man","Software","2018 Q3","Entry-level","Appropriate for level",61,28200,"3",2018,"Junior"
"5824",24046,"Man","Software","2018 Q2","Entry-level","Appropriate for level",42,28200,"2",2018,"Junior"
"5825",24046,"Man","Software","2018 Q1","Entry-level","Appropriate for level",40,28200,"1",2018,"Junior"
"5826",24046,"Man","Software","2017 Q4","Entry-level","Appropriate for level",40,28200,"4",2017,"Junior"
"5827",24046,"Man","Software","2017 Q3","Entry-level","Appropriate for level",39,28200,"3",2017,"Junior"
"5828",24046,"Man","Software","2017 Q2","Entry-level","Appropriate for level",40,28200,"2",2017,"Junior"
"5829",24046,"Man","Software","2017 Q1","Entry-level","Appropriate for level",40,28200,"1",2017,"Junior"
"5830",24045,"Man","Software","2020 Q4","Senior I","Appropriate for level",45,45800,"4",2020,"Senior"
"5831",24045,"Man","Software","2020 Q3","Senior I","Appropriate for level",45,45800,"3",2020,"Senior"
"5832",24045,"Man","Software","2020 Q2","Senior I","Appropriate for level",43,45800,"2",2020,"Senior"
"5833",24045,"Man","Software","2020 Q1","Senior I","Appropriate for level",44,45800,"1",2020,"Senior"
"5834",24045,"Man","Software","2019 Q4","Senior I","Appropriate for level",44,45800,"4",2019,"Senior"
"5835",24045,"Man","Software","2019 Q3","Senior I","Appropriate for level",42,45800,"3",2019,"Senior"
"5836",24045,"Man","Software","2019 Q2","Junior II","Appropriate for level",52,38800,"2",2019,"Junior"
"5837",24045,"Man","Software","2019 Q1","Junior II","Appropriate for level",32,38800,"1",2019,"Junior"
"5838",24045,"Man","Software","2018 Q4","Junior II","Appropriate for level",32,38800,"4",2018,"Junior"
"5839",24045,"Man","Software","2018 Q3","Junior II","Appropriate for level",32,38800,"3",2018,"Junior"
"5840",24045,"Man","Software","2018 Q2","Junior II","Appropriate for level",31,38800,"2",2018,"Junior"
"5841",24045,"Man","Software","2018 Q1","Junior II","Appropriate for level",32,38800,"1",2018,"Junior"
"5842",24045,"Man","Software","2017 Q4","Junior II","Appropriate for level",30,38800,"4",2017,"Junior"
"5843",24045,"Man","Software","2017 Q3","Junior II","Appropriate for level",30,38800,"3",2017,"Junior"
"5844",24045,"Man","Software","2017 Q2","Junior II","Appropriate for level",29,38800,"2",2017,"Junior"
"5845",24044,"Man","Software","2020 Q4","Senior I","Appropriate for level",66,46200,"4",2020,"Senior"
"5846",24044,"Man","Software","2020 Q3","Senior I","Appropriate for level",65,46200,"3",2020,"Senior"
"5847",24044,"Man","Software","2020 Q2","Senior I","Appropriate for level",66,46200,"2",2020,"Senior"
"5848",24044,"Man","Software","2020 Q1","Senior I","Appropriate for level",66,46200,"1",2020,"Senior"
"5849",24044,"Man","Software","2019 Q4","Senior I","Appropriate for level",64,46200,"4",2019,"Senior"
"5850",24044,"Man","Software","2019 Q3","Junior II","Exceeds expectations",58,39200,"3",2019,"Junior"
"5851",24044,"Man","Software","2019 Q2","Junior II","Appropriate for level",38,39200,"2",2019,"Junior"
"5852",24044,"Man","Software","2019 Q1","Junior II","Appropriate for level",37,39200,"1",2019,"Junior"
"5853",24044,"Man","Software","2018 Q4","Junior I","Appropriate for level",55,36400,"4",2018,"Junior"
"5854",24044,"Man","Software","2018 Q3","Junior I","Appropriate for level",36,36400,"3",2018,"Junior"
"5855",24044,"Man","Software","2018 Q2","Entry-level","Exceeds expectations",80,29400,"2",2018,"Junior"
"5856",24044,"Man","Software","2018 Q1","Entry-level","Appropriate for level",59,29400,"1",2018,"Junior"
"5857",24044,"Man","Software","2017 Q4","Entry-level","Exceeds expectations",58,29400,"4",2017,"Junior"
"5858",24044,"Man","Software","2017 Q3","Entry-level","Appropriate for level",58,29400,"3",2017,"Junior"
"5859",24044,"Man","Software","2017 Q2","Entry-level","Appropriate for level",57,29400,"2",2017,"Junior"
"5860",24044,"Man","Software","2017 Q1","Entry-level","Appropriate for level",56,29400,"1",2017,"Junior"
"5861",24044,"Man","Software","2016 Q4","Entry-level","Appropriate for level",57,29400,"4",2016,"Junior"
"5862",24044,"Man","Software","2016 Q3","Entry-level","Appropriate for level",57,29400,"3",2016,"Junior"
"5863",24044,"Man","Software","2016 Q2","Entry-level","Appropriate for level",56,29400,"2",2016,"Junior"
"5864",24043,"Man","Software","2020 Q4","Senior I","Appropriate for level",60,47700,"4",2020,"Senior"
"5865",24043,"Man","Software","2020 Q3","Senior I","Appropriate for level",59,47700,"3",2020,"Senior"
"5866",24043,"Man","Software","2020 Q2","Senior I","Appropriate for level",58,47700,"2",2020,"Senior"
"5867",24043,"Man","Software","2020 Q1","Senior I","Appropriate for level",59,47700,"1",2020,"Senior"
"5868",24043,"Man","Software","2019 Q4","Junior II","Appropriate for level",62,40700,"4",2019,"Junior"
"5869",24043,"Man","Software","2019 Q3","Junior II","Appropriate for level",41,40700,"3",2019,"Junior"
"5870",24043,"Man","Software","2019 Q2","Junior II","Appropriate for level",42,40700,"2",2019,"Junior"
"5871",24043,"Man","Software","2019 Q1","Junior I","Exceeds expectations",70,37900,"1",2019,"Junior"
"5872",24043,"Man","Software","2018 Q4","Junior I","Appropriate for level",50,37900,"4",2018,"Junior"
"5873",24043,"Man","Software","2018 Q3","Junior I","Appropriate for level",50,37900,"3",2018,"Junior"
"5874",24043,"Man","Software","2018 Q2","Junior I","Appropriate for level",48,37900,"2",2018,"Junior"
"5875",24043,"Man","Software","2018 Q1","Entry-level","Appropriate for level",45,30900,"1",2018,"Junior"
"5876",24043,"Man","Software","2017 Q4","Entry-level","Appropriate for level",25,30900,"4",2017,"Junior"
"5877",24043,"Man","Software","2017 Q3","Entry-level","Appropriate for level",25,30900,"3",2017,"Junior"
"5878",24043,"Man","Software","2017 Q2","Entry-level","Appropriate for level",24,30900,"2",2017,"Junior"
"5879",24043,"Man","Software","2017 Q1","Entry-level","Appropriate for level",25,30900,"1",2017,"Junior"
"5880",24043,"Man","Software","2016 Q4","Entry-level","Appropriate for level",25,30900,"4",2016,"Junior"
"5881",24043,"Man","Software","2016 Q3","Entry-level","Appropriate for level",24,30900,"3",2016,"Junior"
"5882",24042,"Man","Software","2020 Q4","Senior I","Appropriate for level",51,47900,"4",2020,"Senior"
"5883",24042,"Man","Software","2020 Q3","Senior I","Appropriate for level",51,47900,"3",2020,"Senior"
"5884",24042,"Man","Software","2020 Q2","Senior I","Appropriate for level",51,47900,"2",2020,"Senior"
"5885",24042,"Man","Software","2020 Q1","Senior I","Appropriate for level",50,47900,"1",2020,"Senior"
"5886",24042,"Man","Software","2019 Q4","Junior II","Exceeds expectations",57,40900,"4",2019,"Junior"
"5887",24042,"Man","Software","2019 Q3","Junior II","Appropriate for level",38,40900,"3",2019,"Junior"
"5888",24042,"Man","Software","2019 Q2","Junior I","Appropriate for level",53,38100,"2",2019,"Junior"
"5889",24042,"Man","Software","2019 Q1","Junior I","Appropriate for level",32,38100,"1",2019,"Junior"
"5890",24042,"Man","Software","2018 Q4","Junior I","Appropriate for level",31,38100,"4",2018,"Junior"
"5891",24042,"Man","Software","2018 Q3","Entry-level","Appropriate for level",62,31100,"3",2018,"Junior"
"5892",24042,"Man","Software","2018 Q2","Entry-level","Appropriate for level",41,31100,"2",2018,"Junior"
"5893",24042,"Man","Software","2018 Q1","Entry-level","Appropriate for level",40,31100,"1",2018,"Junior"
"5894",24042,"Man","Software","2017 Q4","Entry-level","Appropriate for level",41,31100,"4",2017,"Junior"
"5895",24042,"Man","Software","2017 Q3","Entry-level","Appropriate for level",40,31100,"3",2017,"Junior"
"5896",24042,"Man","Software","2017 Q2","Entry-level","Appropriate for level",37,31100,"2",2017,"Junior"
"5897",24042,"Man","Software","2017 Q1","Entry-level","Appropriate for level",39,31100,"1",2017,"Junior"
"5898",24042,"Man","Software","2016 Q4","Entry-level","Appropriate for level",38,31100,"4",2016,"Junior"
"5899",24041,"Man","Software","2020 Q4","Senior I","Appropriate for level",51,43900,"4",2020,"Senior"
"5900",24041,"Man","Software","2020 Q3","Senior I","Appropriate for level",53,43900,"3",2020,"Senior"
"5901",24041,"Man","Software","2020 Q2","Senior I","Appropriate for level",53,43900,"2",2020,"Senior"
"5902",24041,"Man","Software","2020 Q1","Junior II","Exceeds expectations",76,36900,"1",2020,"Junior"
"5903",24041,"Man","Software","2019 Q4","Junior II","Appropriate for level",56,36900,"4",2019,"Junior"
"5904",24041,"Man","Software","2019 Q3","Junior II","Appropriate for level",56,36900,"3",2019,"Junior"
"5905",24041,"Man","Software","2019 Q2","Junior II","Appropriate for level",55,36900,"2",2019,"Junior"
"5906",24041,"Man","Software","2019 Q1","Junior II","Appropriate for level",55,36900,"1",2019,"Junior"
"5907",24041,"Man","Software","2018 Q4","Junior I","Exceeds expectations",80,34100,"4",2018,"Junior"
"5908",24041,"Man","Software","2018 Q3","Junior I","Appropriate for level",60,34100,"3",2018,"Junior"
"5909",24041,"Man","Software","2018 Q2","Entry-level","Appropriate for level",70,27100,"2",2018,"Junior"
"5910",24041,"Man","Software","2018 Q1","Entry-level","Appropriate for level",50,27100,"1",2018,"Junior"
"5911",24041,"Man","Software","2017 Q4","Entry-level","Appropriate for level",48,27100,"4",2017,"Junior"
"5912",24041,"Man","Software","2017 Q3","Entry-level","Appropriate for level",48,27100,"3",2017,"Junior"
"5913",24041,"Man","Software","2017 Q2","Entry-level","Appropriate for level",49,27100,"2",2017,"Junior"
"5914",24041,"Man","Software","2017 Q1","Entry-level","Appropriate for level",47,27100,"1",2017,"Junior"
"5915",24041,"Man","Software","2016 Q4","Entry-level","Appropriate for level",48,27100,"4",2016,"Junior"
"5916",24040,"Woman","Software","2020 Q4","Senior I","Appropriate for level",64,48300,"4",2020,"Senior"
"5917",24040,"Woman","Software","2020 Q3","Senior I","Appropriate for level",64,48300,"3",2020,"Senior"
"5918",24040,"Woman","Software","2020 Q2","Senior I","Appropriate for level",65,48300,"2",2020,"Senior"
"5919",24040,"Woman","Software","2020 Q1","Senior I","Appropriate for level",63,48300,"1",2020,"Senior"
"5920",24040,"Woman","Software","2019 Q4","Senior I","Appropriate for level",63,48300,"4",2019,"Senior"
"5921",24040,"Woman","Software","2019 Q3","Senior I","Appropriate for level",63,48300,"3",2019,"Senior"
"5922",24040,"Woman","Software","2019 Q2","Senior I","Appropriate for level",61,48300,"2",2019,"Senior"
"5923",24040,"Woman","Software","2019 Q1","Senior I","Appropriate for level",62,48300,"1",2019,"Senior"
"5924",24040,"Woman","Software","2018 Q4","Junior II","Appropriate for level",73,41300,"4",2018,"Junior"
"5925",24040,"Woman","Software","2018 Q3","Junior II","Appropriate for level",52,41300,"3",2018,"Junior"
"5926",24040,"Woman","Software","2018 Q2","Junior II","Appropriate for level",51,41300,"2",2018,"Junior"
"5927",24040,"Woman","Software","2018 Q1","Junior II","Appropriate for level",51,41300,"1",2018,"Junior"
"5928",24040,"Woman","Software","2017 Q4","Junior II","Appropriate for level",50,41300,"4",2017,"Junior"
"5929",24040,"Woman","Software","2017 Q3","Junior II","Appropriate for level",50,41300,"3",2017,"Junior"
"5930",24040,"Woman","Software","2017 Q2","Junior II","Appropriate for level",49,41300,"2",2017,"Junior"
"5931",24040,"Woman","Software","2017 Q1","Junior II","Appropriate for level",51,41300,"1",2017,"Junior"
"5932",24040,"Woman","Software","2016 Q4","Junior II","Appropriate for level",50,41300,"4",2016,"Junior"
"5933",24040,"Woman","Software","2016 Q3","Junior II","Appropriate for level",49,41300,"3",2016,"Junior"
"5934",24039,"Man","Software","2020 Q4","Senior I","Appropriate for level",60,53300,"4",2020,"Senior"
"5935",24039,"Man","Software","2020 Q3","Senior I","Appropriate for level",60,53300,"3",2020,"Senior"
"5936",24039,"Man","Software","2020 Q2","Senior I","Appropriate for level",61,53300,"2",2020,"Senior"
"5937",24039,"Man","Software","2020 Q1","Senior I","Appropriate for level",61,53300,"1",2020,"Senior"
"5938",24039,"Man","Software","2019 Q4","Senior I","Appropriate for level",59,53300,"4",2019,"Senior"
"5939",24039,"Man","Software","2019 Q3","Senior I","Appropriate for level",59,53300,"3",2019,"Senior"
"5940",24039,"Man","Software","2019 Q2","Senior I","Appropriate for level",59,53300,"2",2019,"Senior"
"5941",24039,"Man","Software","2019 Q1","Senior I","Appropriate for level",60,53300,"1",2019,"Senior"
"5942",24039,"Man","Software","2018 Q4","Senior I","Appropriate for level",58,53300,"4",2018,"Senior"
"5943",24039,"Man","Software","2018 Q3","Senior I","Appropriate for level",57,53300,"3",2018,"Senior"
"5944",24039,"Man","Software","2018 Q2","Junior II","Appropriate for level",61,46300,"2",2018,"Junior"
"5945",24038,"Man","Software","2020 Q4","Senior I","Appropriate for level",49,50600,"4",2020,"Senior"
"5946",24038,"Man","Software","2020 Q3","Senior I","Appropriate for level",48,50600,"3",2020,"Senior"
"5947",24038,"Man","Software","2020 Q2","Senior I","Appropriate for level",49,50600,"2",2020,"Senior"
"5948",24038,"Man","Software","2020 Q1","Senior I","Appropriate for level",48,50600,"1",2020,"Senior"
"5949",24038,"Man","Software","2019 Q4","Senior I","Appropriate for level",48,50600,"4",2019,"Senior"
"5950",24038,"Man","Software","2019 Q3","Senior I","Appropriate for level",46,50600,"3",2019,"Senior"
"5951",24038,"Man","Software","2019 Q2","Senior I","Appropriate for level",48,50600,"2",2019,"Senior"
"5952",24038,"Man","Software","2019 Q1","Senior I","Appropriate for level",47,50600,"1",2019,"Senior"
"5953",24038,"Man","Software","2018 Q4","Senior I","Appropriate for level",46,50600,"4",2018,"Senior"
"5954",24038,"Man","Software","2018 Q3","Senior I","Appropriate for level",46,50600,"3",2018,"Senior"
"5955",24038,"Man","Software","2018 Q2","Senior I","Appropriate for level",46,50600,"2",2018,"Senior"
"5956",24038,"Man","Software","2018 Q1","Senior I","Appropriate for level",45,50600,"1",2018,"Senior"
"5957",24038,"Man","Software","2017 Q4","Junior II","Appropriate for level",54,43600,"4",2017,"Junior"
"5958",24038,"Man","Software","2017 Q3","Junior II","Appropriate for level",33,43600,"3",2017,"Junior"
"5959",24038,"Man","Software","2017 Q2","Junior II","Appropriate for level",32,43600,"2",2017,"Junior"
"5960",24038,"Man","Software","2017 Q1","Junior I","Appropriate for level",54,40800,"1",2017,"Junior"
"5961",24038,"Man","Software","2016 Q4","Junior I","Appropriate for level",35,40800,"4",2016,"Junior"
"5962",24038,"Man","Software","2016 Q3","Entry-level","Appropriate for level",69,33800,"3",2016,"Junior"
"5963",24037,"Man","Software","2020 Q4","Senior I","Appropriate for level",35,44100,"4",2020,"Senior"
"5964",24037,"Man","Software","2020 Q3","Senior I","Appropriate for level",34,44100,"3",2020,"Senior"
"5965",24037,"Man","Software","2020 Q2","Senior I","Appropriate for level",33,44100,"2",2020,"Senior"
"5966",24037,"Man","Software","2020 Q1","Senior I","Appropriate for level",32,44100,"1",2020,"Senior"
"5967",24037,"Man","Software","2019 Q4","Junior II","Exceeds expectations",86,37100,"4",2019,"Junior"
"5968",24037,"Man","Software","2019 Q3","Junior II","Appropriate for level",66,37100,"3",2019,"Junior"
"5969",24037,"Man","Software","2019 Q2","Junior II","Exceeds expectations",66,37100,"2",2019,"Junior"
"5970",24037,"Man","Software","2019 Q1","Junior II","Appropriate for level",64,37100,"1",2019,"Junior"
"5971",24037,"Man","Software","2018 Q4","Junior II","Appropriate for level",64,37100,"4",2018,"Junior"
"5972",24037,"Man","Software","2018 Q3","Junior II","Appropriate for level",64,37100,"3",2018,"Junior"
"5973",24037,"Man","Software","2018 Q2","Junior II","Appropriate for level",64,37100,"2",2018,"Junior"
"5974",24037,"Man","Software","2018 Q1","Junior I","Appropriate for level",68,34300,"1",2018,"Junior"
"5975",24037,"Man","Software","2017 Q4","Junior I","Appropriate for level",48,34300,"4",2017,"Junior"
"5976",24037,"Man","Software","2017 Q3","Entry-level","Exceeds expectations",84,27300,"3",2017,"Junior"
"5977",24037,"Man","Software","2017 Q2","Entry-level","Appropriate for level",64,27300,"2",2017,"Junior"
"5978",24037,"Man","Software","2017 Q1","Entry-level","Appropriate for level",64,27300,"1",2017,"Junior"
"5979",24037,"Man","Software","2016 Q4","Entry-level","Appropriate for level",63,27300,"4",2016,"Junior"
"5980",24037,"Man","Software","2016 Q3","Entry-level","Appropriate for level",63,27300,"3",2016,"Junior"
"5981",24036,"Man","Software","2020 Q4","Senior I","Appropriate for level",52,45800,"4",2020,"Senior"
"5982",24036,"Man","Software","2020 Q3","Senior I","Appropriate for level",51,45800,"3",2020,"Senior"
"5983",24036,"Man","Software","2020 Q2","Senior I","Appropriate for level",51,45800,"2",2020,"Senior"
"5984",24036,"Man","Software","2020 Q1","Senior I","Appropriate for level",52,45800,"1",2020,"Senior"
"5985",24036,"Man","Software","2019 Q4","Senior I","Appropriate for level",50,45800,"4",2019,"Senior"
"5986",24036,"Man","Software","2019 Q3","Senior I","Appropriate for level",51,45800,"3",2019,"Senior"
"5987",24036,"Man","Software","2019 Q2","Senior I","Appropriate for level",50,45800,"2",2019,"Senior"
"5988",24036,"Man","Software","2019 Q1","Senior I","Appropriate for level",47,45800,"1",2019,"Senior"
"5989",24036,"Man","Software","2018 Q4","Senior I","Appropriate for level",50,45800,"4",2018,"Senior"
"5990",24036,"Man","Software","2018 Q3","Senior I","Appropriate for level",48,45800,"3",2018,"Senior"
"5991",24036,"Man","Software","2018 Q2","Junior II","Appropriate for level",82,38800,"2",2018,"Junior"
"5992",24036,"Man","Software","2018 Q1","Junior II","Appropriate for level",60,38800,"1",2018,"Junior"
"5993",24035,"Man","Software","2020 Q4","Senior I","Appropriate for level",67,46000,"4",2020,"Senior"
"5994",24035,"Man","Software","2020 Q3","Senior I","Appropriate for level",67,46000,"3",2020,"Senior"
"5995",24035,"Man","Software","2020 Q2","Senior I","Appropriate for level",66,46000,"2",2020,"Senior"
"5996",24035,"Man","Software","2020 Q1","Senior I","Exceeds expectations",67,46000,"1",2020,"Senior"
"5997",24035,"Man","Software","2019 Q4","Senior I","Appropriate for level",66,46000,"4",2019,"Senior"
"5998",24035,"Man","Software","2019 Q3","Senior I","Appropriate for level",65,46000,"3",2019,"Senior"
"5999",24035,"Man","Software","2019 Q2","Junior II","Appropriate for level",43,39000,"2",2019,"Junior"
"6000",24035,"Man","Software","2019 Q1","Junior II","Appropriate for level",23,39000,"1",2019,"Junior"
"6001",24035,"Man","Software","2018 Q4","Junior II","Appropriate for level",23,39000,"4",2018,"Junior"
"6002",24035,"Man","Software","2018 Q3","Junior I","Appropriate for level",61,36200,"3",2018,"Junior"
"6003",24035,"Man","Software","2018 Q2","Junior I","Appropriate for level",41,36200,"2",2018,"Junior"
"6004",24035,"Man","Software","2018 Q1","Junior I","Appropriate for level",41,36200,"1",2018,"Junior"
"6005",24035,"Man","Software","2017 Q4","Junior I","Appropriate for level",40,36200,"4",2017,"Junior"
"6006",24035,"Man","Software","2017 Q3","Junior I","Appropriate for level",41,36200,"3",2017,"Junior"
"6007",24035,"Man","Software","2017 Q2","Junior I","Appropriate for level",39,36200,"2",2017,"Junior"
"6008",24034,"Man","Software","2020 Q4","Senior I","Appropriate for level",91,52700,"4",2020,"Senior"
"6009",24034,"Man","Software","2020 Q3","Senior I","Appropriate for level",90,52700,"3",2020,"Senior"
"6010",24034,"Man","Software","2020 Q2","Senior I","Exceeds expectations",90,52700,"2",2020,"Senior"
"6011",24034,"Man","Software","2020 Q1","Senior I","Exceeds expectations",90,52700,"1",2020,"Senior"
"6012",24034,"Man","Software","2019 Q4","Junior II","Appropriate for level",70,45700,"4",2019,"Junior"
"6013",24034,"Man","Software","2019 Q3","Junior II","Appropriate for level",49,45700,"3",2019,"Junior"
"6014",24034,"Man","Software","2019 Q2","Junior II","Appropriate for level",50,45700,"2",2019,"Junior"
"6015",24034,"Man","Software","2019 Q1","Junior I","Appropriate for level",71,42900,"1",2019,"Junior"
"6016",24034,"Man","Software","2018 Q4","Junior I","Appropriate for level",52,42900,"4",2018,"Junior"
"6017",24033,"Man","Software","2020 Q4","Senior I","Appropriate for level",57,46700,"4",2020,"Senior"
"6018",24033,"Man","Software","2020 Q3","Senior I","Appropriate for level",57,46700,"3",2020,"Senior"
"6019",24033,"Man","Software","2020 Q2","Senior I","Appropriate for level",57,46700,"2",2020,"Senior"
"6020",24033,"Man","Software","2020 Q1","Junior II","Exceeds expectations",90,39700,"1",2020,"Junior"
"6021",24033,"Man","Software","2019 Q4","Junior II","Appropriate for level",69,39700,"4",2019,"Junior"
"6022",24033,"Man","Software","2019 Q3","Junior II","Appropriate for level",70,39700,"3",2019,"Junior"
"6023",24033,"Man","Software","2019 Q2","Junior II","Appropriate for level",68,39700,"2",2019,"Junior"
"6024",24033,"Man","Software","2019 Q1","Junior II","Appropriate for level",69,39700,"1",2019,"Junior"
"6025",24033,"Man","Software","2018 Q4","Junior II","Appropriate for level",70,39700,"4",2018,"Junior"
"6026",24033,"Man","Software","2018 Q3","Junior II","Appropriate for level",70,39700,"3",2018,"Junior"
"6027",24033,"Man","Software","2018 Q2","Junior I","Appropriate for level",47,36900,"2",2018,"Junior"
"6028",24033,"Man","Software","2018 Q1","Junior I","Appropriate for level",26,36900,"1",2018,"Junior"
"6029",24033,"Man","Software","2017 Q4","Junior I","Appropriate for level",25,36900,"4",2017,"Junior"
"6030",24033,"Man","Software","2017 Q3","Junior I","Appropriate for level",27,36900,"3",2017,"Junior"
"6031",24033,"Man","Software","2017 Q2","Junior I","Appropriate for level",26,36900,"2",2017,"Junior"
"6032",24032,"Woman","Software","2020 Q4","Senior I","Appropriate for level",68,43300,"4",2020,"Senior"
"6033",24032,"Woman","Software","2020 Q3","Senior I","Appropriate for level",69,43300,"3",2020,"Senior"
"6034",24032,"Woman","Software","2020 Q2","Senior I","Appropriate for level",68,43300,"2",2020,"Senior"
"6035",24032,"Woman","Software","2020 Q1","Senior I","Appropriate for level",68,43300,"1",2020,"Senior"
"6036",24032,"Woman","Software","2019 Q4","Senior I","Appropriate for level",68,43300,"4",2019,"Senior"
"6037",24032,"Woman","Software","2019 Q3","Senior I","Appropriate for level",68,43300,"3",2019,"Senior"
"6038",24032,"Woman","Software","2019 Q2","Senior I","Appropriate for level",66,43300,"2",2019,"Senior"
"6039",24032,"Woman","Software","2019 Q1","Senior I","Appropriate for level",67,43300,"1",2019,"Senior"
"6040",24032,"Woman","Software","2018 Q4","Senior I","Appropriate for level",66,43300,"4",2018,"Senior"
"6041",24032,"Woman","Software","2018 Q3","Senior I","Appropriate for level",65,43300,"3",2018,"Senior"
"6042",24032,"Woman","Software","2018 Q2","Senior I","Appropriate for level",65,43300,"2",2018,"Senior"
"6043",24032,"Woman","Software","2018 Q1","Senior I","Appropriate for level",64,43300,"1",2018,"Senior"
"6044",24032,"Woman","Software","2017 Q4","Junior II","Appropriate for level",77,36300,"4",2017,"Junior"
"6045",24032,"Woman","Software","2017 Q3","Junior II","Appropriate for level",56,36300,"3",2017,"Junior"
"6046",24032,"Woman","Software","2017 Q2","Junior II","Appropriate for level",57,36300,"2",2017,"Junior"
"6047",24032,"Woman","Software","2017 Q1","Junior II","Appropriate for level",54,36300,"1",2017,"Junior"
"6048",24032,"Woman","Software","2016 Q4","Junior II","Appropriate for level",55,36300,"4",2016,"Junior"
"6049",24032,"Woman","Software","2016 Q3","Junior II","Appropriate for level",54,36300,"3",2016,"Junior"
"6050",24032,"Woman","Software","2016 Q2","Junior II","Appropriate for level",55,36300,"2",2016,"Junior"
"6051",24031,"Woman","Software","2020 Q4","Senior I","Appropriate for level",69,49000,"4",2020,"Senior"
